strategy_id,family,variant,category,base_description,test_objective,universe_or_assets,rule_or_parameter,cadence,account_context,default_benchmarks,complexity_1_6,catalog_status,source_name,source_url,source_support,safety_note,include_in_load_test
WM-0125,Charitable and legacy,Legacy floor,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",minimum bequest,withdrawal constraint,annual,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0126,Charitable and legacy,Roth legacy priority,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",spend taxable/traditional first,estate objective,annual,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0127,Charitable and legacy,Equal heirs,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",split residual estate,terminal,event,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0128,Charitable and legacy,Charity remainder target,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",fixed estate percentage,terminal,event,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0129,Municipal and taxable fixed income,National muni taxable,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,MUB,taxable account,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0130,Municipal and taxable fixed income,State muni,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,state-specific muni,taxable,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0131,Municipal and taxable fixed income,Taxable aggregate sheltered,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,BND,traditional,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0132,Municipal and taxable fixed income,Short Treasury taxable,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,SGOV,taxable,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0133,Municipal and taxable fixed income,TIPS sheltered,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,TIP,traditional,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0134,Municipal and taxable fixed income,Muni vs Treasury break-even,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,muni/Treasury,marginal-rate test,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0135,Municipal and taxable fixed income,Duration ladder,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,1-10y bonds,annual ladder,annual,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0136,Municipal and taxable fixed income,Cash-reserve ladder,Tax-aware fixed income,Select fixed-income exposure by tax status and account,Compare after-tax income and risk,T-bills,12-month spending,monthly,taxable|traditional|roth,taxable aggregate bond|municipal bond,4,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0137,Liquidity and cash reserve,3-month reserve,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",T-bills,expenses,monthly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0138,Liquidity and cash reserve,6-month reserve,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",T-bills,expenses,monthly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0139,Liquidity and cash reserve,12-month retirement reserve,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",cash,spending,monthly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0140,Liquidity and cash reserve,Two-year bucket,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",cash+short bonds,retirement,annual,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0141,Liquidity and cash reserve,Dynamic reserve after drawdown,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",increase cash,conditional,monthly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0142,Liquidity and cash reserve,Bonus reserve,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",hold annual bonus 90 days,event,annual,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0143,Liquidity and cash reserve,RSU tax reserve,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",withholding gap reserve,quarterly,quarterly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0144,Liquidity and cash reserve,Emergency-floor investing,Risk management,Maintain cash or short-duration reserves around known spending,"Measure liquidity, drawdown, and opportunity cost",invest only above floor,monthly,monthly,cash|taxable|retirement,fully invested|fixed cash reserve,3,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
